Orthogroup	ncbi	nam
OG0004227	LOC103636096	Zm00001eb358640
OG0004228	LOC103651481	Zm00001eb159570
OG0004228	LOC103636078	Zm00001eb358420
OG0004229	LOC103636076	Zm00001eb358380
OG0004229	LOC100502173	Zm00001eb159640
OG0004230	LOC100304295	Zm00001eb358370
OG0004230	LOC100502484	Zm00001eb159650
OG0004231	LOC103651495	Zm00001eb159760
OG0004231	LOC100192838	Zm00001eb358300
OG0004232	LOC103631679, LOC541777, LOC103631686	Zm00001eb159780
OG0004233	LOC100274051	Zm00001eb356860
OG0004233	LOC100282381	Zm00001eb159810
OG0004234	LOC100276743	Zm00001eb159970
OG0004234	LOC100273227	Zm00001eb356940
OG0004235	LOC118474729	Zm00001eb440850
OG0004235	LOC103651514	Zm00001eb160040
OG0004236	LOC109940432, LOC100279877	Zm00001eb160050, Zm00001eb357290
OG0004237	LOC103637341	Zm00001eb357140
OG0004237	LOC100285385	Zm00001eb160200
OG0004238	LOC103636020	Zm00001eb357110
OG0004238	LOC100279756	Zm00001eb160250
OG0004239	LOC103651525	Zm00001eb160300
OG0004239	LOC103652593	Zm00001eb160310
OG0004240	LOC100216601	Zm00001eb357100
OG0004240	LOC100272561	Zm00001eb160430
OG0004241	LOC109941434	Zm00001eb357040
OG0004241	LOC100281468	Zm00001eb160470
OG0004242	LOC103651531	Zm00001eb160500
OG0004242	LOC100383437	Zm00001eb198440
OG0004243	LOC100191271	Zm00001eb160510
OG0004243	LOC103636017	Zm00001eb356980
OG0004244	LOC103636032	Zm00001eb357310
OG0004244	LOC103651534	Zm00001eb160590
OG0004245	LOC100384768	Zm00001eb357330
OG0004245	LOC103652598	Zm00001eb160600
OG0004246	LOC100273703	Zm00001eb160640
OG0004246	LOC542412	Zm00001eb357390
OG0004247	LOC100194216	Zm00001eb160770
OG0004247	LOC100192572	Zm00001eb357510
OG0004248	LOC100193018	Zm00001eb357530
OG0004248	LOC100194024	Zm00001eb160810
OG0004249	LOC103637346	Zm00001eb357540
OG0004249	LOC541914	Zm00001eb160830
OG0004250	LOC100193487	Zm00001eb357580
OG0004250	LOC100193049	Zm00001eb161080
OG0004251	LOC100285174	Zm00001eb342460
OG0004251	LOC100283237	Zm00001eb161310
OG0004252	LOC100191387	Zm00001eb357700
OG0004252	LOC100383125	Zm00001eb161320
OG0004253	LOC100304181	Zm00001eb357710
OG0004253	LOC100276342	Zm00001eb161340
OG0004254	LOC100282631	Zm00001eb161560
OG0004254	LOC100284352	Zm00001eb357800
OG0004255	LOC100276067	Zm00001eb357840
OG0004255	LOC100277766	Zm00001eb161590
OG0004256	LOC100217300	Zm00001eb357900
OG0004256	LOC100501624	Zm00001eb161690
OG0004257	LOC100384044	Zm00001eb161780
OG0004257	LOC103636060	Zm00001eb357950
OG0004258	LOC103636062, LOC103651594	Zm00001eb161790, Zm00001eb357960
OG0004259	LOC100285771, LOC100283291	Zm00001eb357970, Zm00001eb161810
OG0004260	LOC100193527	Zm00001eb358000
OG0004260	LOC100194180	Zm00001eb161830
OG0004261	LOC100277217	Zm00001eb358060
OG0004261	LOC100279543	Zm00001eb161920
OG0004262	LOC100282758	Zm00001eb358080
OG0004262	LOC100273015	Zm00001eb161980
OG0004263	LOC100382178	Zm00001eb358100
OG0004263	LOC100284566	Zm00001eb162020
OG0004264	LOC100281534	Zm00001eb358180
OG0004264	LOC103651606	Zm00001eb162070
OG0004265	LOC100194347	Zm00001eb358200
OG0004265	LOC103651607	Zm00001eb162090
OG0004266	LOC100502390	Zm00001eb162110
OG0004266	LOC100285724	Zm00001eb358210
OG0004267	LOC100285653	Zm00001eb358270
OG0004267	LOC103651612	Zm00001eb162140
OG0004268	LOC109941322	Zm00001eb162190
OG0004268	LOC103655539	Zm00001eb184060
OG0004269	LOC542609	Zm00001eb162210
OG0004269	LOC542001	Zm00001eb356840
OG0004270	LOC103652628	Zm00001eb162250
OG0004270	LOC103637334	Zm00001eb356690
OG0004271	LOC103651616	Zm00001eb162290
OG0004271	LOC100284824	Zm00001eb356680
OG0004272	LOC103636001	Zm00001eb356610
OG0004272	LOC100383248	Zm00001eb162370
OG0004273	LOC100191676	Zm00001eb162400
OG0004273	LOC103635996	Zm00001eb356550
OG0004274	LOC100192671	Zm00001eb162420
OG0004274	LOC100193373	Zm00001eb356530
OG0004275	LOC118476776	Zm00001eb162450
OG0004275	LOC103651620	Zm00001eb441470
OG0004276	LOC103651627	Zm00001eb162560
OG0004276	LOC100272688	Zm00001eb342290
OG0004277	LOC103651628	Zm00001eb162570
OG0004277	LOC100383494	Zm00001eb342280
OG0004278	LOC103636958, LOC103651630	Zm00001eb162660, Zm00001eb342100
OG0004279	LOC100281587	Zm00001eb162700
OG0004279	LOC100383139	Zm00001eb342080
OG0004280	LOC100284043	Zm00001eb342000, Zm00001eb162790, Zm00001eb341990
OG0004281	LOC103651644	Zm00001eb162920
OG0004281	LOC103651641	Zm00001eb162910
OG0004283	LOC103628363, LOC100273470, LOC109940583	Zm00001eb163340
OG0004284	LOC103651660	Zm00001eb163350
OG0004284	LOC100037818	Zm00001eb405000
OG0004285	LOC100217083	Zm00001eb354080
OG0004285	LOC103651663	Zm00001eb163470
OG0004286	LOC100193758	Zm00001eb196030
OG0004286	LOC100281727	Zm00001eb163480
OG0004287	LOC100383027	Zm00001eb405460, Zm00001eb163660, Zm00001eb163670
OG0004288	LOC103651673	Zm00001eb163690
OG0004288	LOC100285531	Zm00001eb405560
OG0004289	LOC100191975	Zm00001eb405760
OG0004289	LOC100382691	Zm00001eb163800
OG0004290	LOC103651678	Zm00001eb406170, Zm00001eb406150, Zm00001eb163920
OG0004291	LOC100193544	Zm00001eb406310
OG0004291	LOC100502155	Zm00001eb163960
OG0004292	LOC100037785	Zm00001eb164120
OG0004292	LOC100127514	Zm00001eb406740
OG0004293	LOC100273126	Zm00001eb406820
OG0004293	LOC100217223	Zm00001eb164230
OG0004294	LOC100281761	Zm00001eb362010
OG0004294	LOC542766	Zm00001eb164330
OG0004295	LOC103652676	Zm00001eb164640
OG0004295	LOC103641375	Zm00001eb417820
OG0004296	LOC118471892	Zm00001eb164870
OG0004296	LOC118476845	Zm00001eb164890
OG0004297	LOC100280281	Zm00001eb165090
OG0004297	LOC118476850	Zm00001eb165130
OG0004298	LOC103652713	Zm00001eb165270
OG0004298	LOC100382526	Zm00001eb431670
OG0004299	LOC109945783	Zm00001eb407450
OG0004299	LOC100274343	Zm00001eb165450
OG0004300	LOC103655025	Zm00001eb308010, Zm00001eb329940, Zm00001eb165650
OG0004301	LOC103655026	Zm00001eb165820, Zm00001eb165830, Zm00001eb165840
OG0004302	LOC103652742, LOC103633973, LOC103632485	Zm00001eb165980
OG0004303	LOC103655050	Zm00001eb166840, Zm00001eb230900, Zm00001eb230890
OG0004305	LOC103652783	Zm00001eb167010
OG0004305	LOC103654816	Zm00001eb205480
OG0004306	LOC100304251	Zm00001eb179100
OG0004306	LOC103652784	Zm00001eb167020
OG0004307	LOC103652787	Zm00001eb167060
OG0004307	LOC100384011	Zm00001eb167130
OG0004308	LOC100280009	Zm00001eb167210
OG0004308	LOC103653419	Zm00001eb178770
OG0004309	LOC103628054	Zm00001eb417540, Zm00001eb167270, Zm00001eb219630
OG0004310	LOC103655790	Zm00001eb167460, Zm00001eb316760, Zm00001eb196200
OG0004311	LOC100191593	Zm00001eb167710
OG0004311	LOC103652814	Zm00001eb167720
OG0004312	LOC103652820	Zm00001eb167860
OG0004312	LOC100284032	Zm00001eb167880
OG0004313	LOC103653488	Zm00001eb179920, Zm00001eb339610, Zm00001eb168660
OG0004314	LOC100384847	Zm00001eb169260, Zm00001eb204670, Zm00001eb334890
OG0004315	LOC103650881, LOC103636400, LOC100382214	Zm00001eb169300
OG0004316	LOC100191602	Zm00001eb169850
OG0004316	LOC100273000	Zm00001eb169880
OG0004317	LOC100193107	Zm00001eb229260
OG0004317	LOC100280388	Zm00001eb169970
OG0004318	LOC100284310	Zm00001eb170000, Zm00001eb392070, Zm00001eb274920
OG0004319	LOC103635256	Zm00001eb342150
OG0004319	LOC100279586	Zm00001eb170080
OG0004320	LOC100285624	Zm00001eb170440
OG0004320	LOC100216716	Zm00001eb170510
OG0004321	LOC109946003	Zm00001eb170560
OG0004321	LOC103652962	Zm00001eb170580
OG0004322	LOC100273418	Zm00001eb170830
OG0004322	LOC103641084	Zm00001eb412710
OG0004323	LOC100216583	Zm00001eb319280
OG0004323	LOC100278396	Zm00001eb170870
OG0004324	LOC100192484	Zm00001eb414030
OG0004324	LOC100382673	Zm00001eb171010
OG0004325	LOC100273467	Zm00001eb171020
OG0004325	LOC100282546	Zm00001eb414020
OG0004326	LOC100216848	Zm00001eb171080
OG0004326	LOC100284698	Zm00001eb413890
OG0004327	LOC103652991	Zm00001eb171090
OG0004327	LOC100274676	Zm00001eb413870
OG0004328	LOC100273625	Zm00001eb413820
OG0004328	LOC100304273	Zm00001eb171100
OG0004329	LOC100192967	Zm00001eb171110
OG0004329	LOC100381675	Zm00001eb413810
OG0004330	LOC542599	Zm00001eb413160
OG0004330	LOC100193334	Zm00001eb171700
OG0004331	LOC100280286	Zm00001eb413150
OG0004331	LOC103653026	Zm00001eb171710
OG0004332	LOC100194363	Zm00001eb413080
OG0004332	LOC103653034	Zm00001eb171790
OG0004333	LOC100272774	Zm00001eb171990
OG0004333	LOC103641204	Zm00001eb414760
OG0004334	LOC100384196	Zm00001eb172040
OG0004334	LOC103641219	Zm00001eb414990
OG0004335	LOC541692	Zm00001eb172090
OG0004335	LOC541691	Zm00001eb415360
OG0004336	LOC100273724	Zm00001eb172180
OG0004336	LOC103641255	Zm00001eb415600
OG0004337	LOC103641257	Zm00001eb415630
OG0004337	LOC100501754	Zm00001eb172230
OG0004338	LOC103641816	Zm00001eb172250
OG0004338	LOC103627405	Zm00001eb425960
OG0004339	LOC103653061	Zm00001eb172260
OG0004339	LOC100193200	Zm00001eb415660
OG0004340	LOC541819	Zm00001eb415710
OG0004340	LOC100272447	Zm00001eb172350
OG0004341	LOC103653257	Zm00001eb175940
OG0004341	LOC100193288	Zm00001eb172500
OG0004342	LOC100279273	Zm00001eb172540
OG0004342	LOC100273854	Zm00001eb415930
OG0004343	LOC100216884	Zm00001eb172590
OG0004343	LOC100281074	Zm00001eb415960
OG0004344	LOC100286339	Zm00001eb416130
OG0004344	LOC100276999	Zm00001eb172640
OG0004345	LOC103653083	Zm00001eb172770
OG0004345	LOC100277122	Zm00001eb416220
OG0004346	LOC100192745	Zm00001eb215660, Zm00001eb340470, Zm00001eb172840
OG0004347	LOC100282839	Zm00001eb416340
OG0004347	LOC100282315	Zm00001eb172860
OG0004348	LOC100277391	Zm00001eb173050
OG0004348	LOC103641317	Zm00001eb416780
OG0004349	LOC732842	Zm00001eb173100
OG0004349	LOC732803	Zm00001eb416990
OG0004350	LOC100273601	Zm00001eb173180
OG0004350	LOC542454	Zm00001eb261840
OG0004351	LOC100304385	Zm00001eb261740
OG0004351	LOC100194293	Zm00001eb173190
OG0004352	LOC100285839	Zm00001eb426900
OG0004352	LOC103646888	Zm00001eb173200
OG0004353	LOC100286317	Zm00001eb173320, Zm00001eb261590, Zm00001eb261600
OG0004354	LOC103629005	Zm00001eb261550
OG0004354	LOC100502246	Zm00001eb173350
OG0004355	LOC100272810	Zm00001eb173360
OG0004355	LOC100217132	Zm00001eb261540
OG0004356	LOC103630847	Zm00001eb261210
OG0004356	LOC100283125	Zm00001eb173540
OG0004357	LOC100282202	Zm00001eb260970
OG0004357	LOC100272455	Zm00001eb173700
OG0004358	LOC542719	Zm00001eb260880
OG0004358	LOC100282819	Zm00001eb173790
OG0004359	LOC100283708	Zm00001eb260870
OG0004359	LOC100501201	Zm00001eb173820
OG0004360	LOC100278551	Zm00001eb197580, Zm00001eb173890, Zm00001eb195540
OG0004361	LOC103628970	Zm00001eb260790
OG0004361	LOC100304300	Zm00001eb173960
OG0004362	LOC100501513	Zm00001eb173990
OG0004362	LOC100280345	Zm00001eb260600
OG0004363	LOC100217177	Zm00001eb260570
OG0004363	LOC100284109	Zm00001eb174010
OG0004364	LOC100381486	Zm00001eb260480
OG0004364	LOC100216911	Zm00001eb174090
OG0004365	LOC100501378	Zm00001eb260470
OG0004365	LOC103653150	Zm00001eb174100
OG0004366	LOC103653153	Zm00001eb174160
OG0004366	LOC100384671	Zm00001eb260420
OG0004367	LOC100279432	Zm00001eb260270
OG0004367	LOC100280575	Zm00001eb174310
OG0004368	LOC103653169	Zm00001eb174440
OG0004368	LOC103628939	Zm00001eb260170
OG0004369	LOC103655255	Zm00001eb174790, Zm00001eb202820, Zm00001eb174830
OG0004371	LOC103642597, LOC109939231, LOC103651480	Zm00001eb174940
OG0004372	tga1	Zm00001eb175150
OG0004372	not1	Zm00001eb175190
OG0004374	LOC103653271	Zm00001eb176250
OG0004374	LOC103629388	Zm00001eb269020
OG0004375	LOC100383808	Zm00001eb314520
OG0004375	LOC103653279	Zm00001eb176380
OG0004376	LOC103653285	Zm00001eb176480
OG0004376	LOC100280814	Zm00001eb176490
OG0004377	LOC103653290	Zm00001eb176590
OG0004377	LOC103630459	Zm00001eb290110
OG0004378	LOC100275158	Zm00001eb412420
OG0004378	LOC103653300	Zm00001eb176730
OG0004380	LOC100501616	Zm00001eb177190, Zm00001eb237150, Zm00001eb237140
OG0004381	LOC103638983	Zm00001eb234180, Zm00001eb177600, Zm00001eb392090
OG0004382	LOC103653377	Zm00001eb177940
OG0004382	LOC103641046	Zm00001eb412020
OG0004383	LOC100282273	Zm00001eb178030
OG0004383	LOC100273906	Zm00001eb411880
OG0004384	LOC100282482	Zm00001eb178070
OG0004384	LOC100282373	Zm00001eb412930
OG0004385	LOC103653383, LOC103653384	Zm00001eb178190, Zm00001eb178180
OG0004387	LOC100192720	Zm00001eb414630
OG0004387	LOC100216882	Zm00001eb178320
OG0004388	LOC542166	Zm00001eb233720, Zm00001eb178360, Zm00001eb389420
OG0004389	LOC103641087	Zm00001eb412800
OG0004389	LOC103653403	Zm00001eb178400
OG0004390	LOC118473272	Zm00001eb178910
OG0004390	LOC103640122	Zm00001eb387580
OG0004391	LOC109942896, LOC100279666	Zm00001eb179640, Zm00001eb430010
OG0004392	LOC542547	Zm00001eb180350, Zm00001eb318380, Zm00001eb271690
OG0004393	LOC103653528	Zm00001eb202890
OG0004393	LOC103654657	Zm00001eb180470
OG0004394	LOC100281668	Zm00001eb180480
OG0004394	LOC100383384	Zm00001eb241040
OG0004395	LOC100285048	Zm00001eb180490
OG0004395	LOC100283580	Zm00001eb240970
OG0004396	LOC103655412	Zm00001eb180520
OG0004396	LOC100193617	Zm00001eb241000
OG0004397	LOC103627215	Zm00001eb242260
OG0004397	LOC100280237	Zm00001eb180670
OG0004398	LOC100303813	Zm00001eb242230
OG0004398	LOC100381948	Zm00001eb180680
OG0004399	LOC100283970	Zm00001eb369240, Zm00001eb180730, Zm00001eb262530
OG0004400	LOC103627200	Zm00001eb241950
OG0004400	LOC100283091	Zm00001eb180850
OG0004401	LOC100285396	Zm00001eb241810
OG0004401	LOC100274341	Zm00001eb180890
OG0004402	LOC107548104	Zm00001eb241770
OG0004402	LOC100283857	Zm00001eb180920
OG0004403	LOC100278525	Zm00001eb181040
OG0004403	LOC109946040	Zm00001eb184490
OG0004404	LOC111591137, LOC103625899	Zm00001eb181060, Zm00001eb391250
OG0004405	LOC100382927	Zm00001eb181100
OG0004405	LOC100216804	Zm00001eb241370
OG0004406	LOC103653576, LOC118471938	Zm00001eb181290, Zm00001eb181320
OG0004407	LOC100286145, LOC103653593	Zm00001eb242890, Zm00001eb181460
OG0004408	LOC100285220	Zm00001eb243000
OG0004408	LOC100279729	Zm00001eb181510
OG0004409	LOC100282595	Zm00001eb181530
OG0004409	LOC100217217	Zm00001eb243010
OG0004412	LOC103627258	Zm00001eb243180
OG0004412	LOC103653609	Zm00001eb181690
OG0004413	LOC100382163	Zm00001eb181760
OG0004413	LOC103627263	Zm00001eb243260
OG0004414	LOC103655466	Zm00001eb181840
OG0004414	LOC100281673	Zm00001eb243330
OG0004415	LOC100382511	Zm00001eb243380
OG0004415	LOC100191591	Zm00001eb181880
OG0004416	LOC100273623	Zm00001eb182000
OG0004416	LOC100284123	Zm00001eb243840
OG0004417	LOC100193122	Zm00001eb182090
OG0004417	LOC100282149	Zm00001eb243880
OG0004418	LOC100502393	Zm00001eb182260
OG0004418	LOC100285977	Zm00001eb243930
OG0004419	LOC103653644	Zm00001eb182380
OG0004419	LOC103627307	Zm00001eb244130
OG0004420	LOC100283532	Zm00001eb182490
OG0004420	LOC100273857	Zm00001eb244180
OG0004421	LOC118472073	Zm00001eb244240
OG0004421	LOC100272327	Zm00001eb182540
OG0004422	LOC100193882	Zm00001eb182640
OG0004422	LOC100272326	Zm00001eb244430
OG0004423	LOC100192632	Zm00001eb182680
OG0004423	LOC100273262	Zm00001eb244510
OG0004424	LOC100280394	Zm00001eb244550
OG0004424	LOC100382524	Zm00001eb182690
OG0004425	LOC103653663	Zm00001eb182750
OG0004425	LOC100191587	Zm00001eb244590
OG0004426	LOC100277665	Zm00001eb182830
OG0004426	LOC100282085	Zm00001eb244760
OG0004427	LOC103655496	Zm00001eb182930, Zm00001eb270020, Zm00001eb355900
OG0004428	LOC100273131	Zm00001eb244930
OG0004428	LOC100273278	Zm00001eb183000
OG0004429	LOC541933	Zm00001eb183010
OG0004429	LOC542654	Zm00001eb244920
OG0004430	LOC100284488	Zm00001eb244960
OG0004430	LOC100281338	Zm00001eb183100
OG0004431	LOC541764	Zm00001eb245070
OG0004431	LOC103655506	Zm00001eb183200
OG0004432	LOC100193560	Zm00001eb245340
OG0004432	LOC103653686	Zm00001eb183320
OG0004433	LOC103653690	Zm00001eb183340
OG0004433	LOC100272460	Zm00001eb245400
OG0004434	LOC103627358	Zm00001eb245640
OG0004434	LOC100383563	Zm00001eb183390
OG0004435	LOC103653701	Zm00001eb183590
OG0004435	LOC103627366	Zm00001eb245910
OG0004436	LOC100276844	Zm00001eb245930
OG0004436	LOC103653702	Zm00001eb183600
OG0004437	LOC103628581	Zm00001eb183640, Zm00001eb278330, Zm00001eb239820
OG0004438	LOC100281503	Zm00001eb246000
OG0004438	LOC103653708	Zm00001eb183690
OG0004439	LOC100383487	Zm00001eb246010
OG0004439	LOC100282826	Zm00001eb183700
OG0004440	LOC100194350	Zm00001eb246020
OG0004440	LOC100282765	Zm00001eb183710
OG0004441	LOC100277796	Zm00001eb246070
OG0004441	LOC100277318	Zm00001eb183750
OG0004442	LOC100283194	Zm00001eb183770
OG0004442	LOC100284040	Zm00001eb246090
OG0004443	LOC100280413	Zm00001eb183780
OG0004443	LOC100193059	Zm00001eb246150
OG0004444	LOC100216677	Zm00001eb183830
OG0004444	LOC100272755	Zm00001eb246180
OG0004445	LOC103649040, LOC103655534, LOC103629103	Zm00001eb183930
OG0004446	LOC103653730	Zm00001eb183950
OG0004446	LOC542359	Zm00001eb246270
OG0004447	LOC100282965	Zm00001eb183970
OG0004447	LOC100283061	Zm00001eb246360
OG0004448	LOC103645622, LOC103630092	Zm00001eb283310, Zm00001eb183990
OG0004449	LOC100191402	Zm00001eb246560
OG0004449	LOC100501548	Zm00001eb184070
OG0004450	LOC100275976	Zm00001eb184160
OG0004450	LOC109939169	Zm00001eb184240
OG0004451	LOC100381801	Zm00001eb246720
OG0004451	LOC100284799	Zm00001eb184310
OG0004452	LOC100217168	Zm00001eb246870
OG0004452	LOC100284812	Zm00001eb184510
OG0004453	LOC100280730	Zm00001eb184570
OG0004453	LOC103627407	Zm00001eb247020
OG0004454	LOC103627409	Zm00001eb247060
OG0004454	LOC100272770	Zm00001eb184620
OG0004455	LOC103653773	Zm00001eb184760
OG0004455	LOC109946042	Zm00001eb184750
OG0004456	LOC103653783	Zm00001eb184920
OG0004456	LOC100281657	Zm00001eb247390
OG0004457	LOC100217181	Zm00001eb247510
OG0004457	LOC100279946	Zm00001eb185070
OG0004458	LOC100277041	Zm00001eb247840
OG0004458	LOC100276301	Zm00001eb185310
OG0004459	LOC103627442	Zm00001eb247890
OG0004459	LOC100194141	Zm00001eb185340
OG0004460	LOC103653819	Zm00001eb185430, Zm00001eb185410, Zm00001eb185440
OG0004461	LOC100273342	Zm00001eb185450
OG0004461	LOC100284276	Zm00001eb248150
OG0004462	LOC100193747	Zm00001eb248440
OG0004462	LOC103653831	Zm00001eb185690
OG0004463	LOC100279286	Zm00001eb185800
OG0004463	LOC100284385	Zm00001eb248520
OG0004464	LOC100384594	Zm00001eb248610
OG0004464	LOC100273009	Zm00001eb185950
OG0004465	LOC100382060	Zm00001eb293810
OG0004465	LOC100193565	Zm00001eb185960
OG0004466	LOC107522034	Zm00001eb248630
OG0004466	LOC100281331	Zm00001eb185980
OG0004467	LOC100280496	Zm00001eb186000
OG0004467	LOC100193479	Zm00001eb248650
OG0004468	LOC100502182	Zm00001eb248950
OG0004468	LOC100273697	Zm00001eb186240
OG0004469	LOC542396, LOC100502159	Zm00001eb249220, Zm00001eb186320
OG0004470	LOC100381623	Zm00001eb249260
OG0004470	LOC100272329	Zm00001eb186330
OG0004471	LOC100303903	Zm00001eb186660
OG0004471	LOC100282867	Zm00001eb249680
OG0004472	LOC100282060	Zm00001eb249860
OG0004472	LOC100282518	Zm00001eb186790
OG0004473	LOC100304377	Zm00001eb250070
OG0004473	LOC103653893	Zm00001eb186970
OG0004474	LOC103653897	Zm00001eb186980
OG0004474	LOC100502542	Zm00001eb250080
OG0004475	LOC100193021	Zm00001eb187020
OG0004475	LOC103627529	Zm00001eb250140
OG0004476	LOC100286279	Zm00001eb250330
OG0004476	LOC103653903	Zm00001eb187070
OG0004477	LOC100282213	Zm00001eb250380
OG0004477	LOC100274524	Zm00001eb187110
OG0004478	LOC100278395	Zm00001eb187400
OG0004478	LOC103628806	Zm00001eb250810
OG0004479	LOC109939457, LOC100275642, LOC103653930	Zm00001eb187590
OG0004480	LOC103653935	Zm00001eb187690
OG0004480	LOC100216988	Zm00001eb251100
OG0004481	LOC100194134	Zm00001eb187980
OG0004481	LOC100501892	Zm00001eb251490
OG0004482	LOC100193866	Zm00001eb251620
OG0004482	LOC100381789	Zm00001eb188030
OG0004483	LOC100284295	Zm00001eb188070
OG0004483	LOC100381426	Zm00001eb251580
OG0004484	LOC100383742	Zm00001eb251540
OG0004484	LOC103653956	Zm00001eb188080
OG0004485	LOC100279820	Zm00001eb188120
OG0004485	LOC100282845	Zm00001eb251520
OG0004486	LOC103653960	Zm00001eb188160
OG0004486	LOC103627591	Zm00001eb251630
OG0004487	LOC100381504	Zm00001eb251700
OG0004487	LOC100192489	Zm00001eb188190
OG0004488	LOC100191505	Zm00001eb251920
OG0004488	LOC100280417	Zm00001eb188240
OG0004489	LOC100501454	Zm00001eb188280
OG0004489	LOC103627610	Zm00001eb251990
OG0004490	LOC100284187	Zm00001eb188340
OG0004490	LOC100383920	Zm00001eb252030
OG0004491	LOC100191954	Zm00001eb188370
OG0004491	LOC100273859	Zm00001eb252060
OG0004492	LOC100273931	Zm00001eb252240
OG0004492	LOC100193467	Zm00001eb188530
OG0004493	LOC100191930	Zm00001eb188550
OG0004493	LOC100280937	Zm00001eb252260
OG0004494	LOC103653975	Zm00001eb188670, Zm00001eb288610, Zm00001eb252350
OG0004495	LOC100194252, LOC103635276, LOC103636863	Zm00001eb188680
OG0004496	LOC100279899	Zm00001eb252410
OG0004496	LOC103653979	Zm00001eb188700
OG0004497	LOC103638013	Zm00001eb375420
OG0004497	LOC100191959	Zm00001eb188720
OG0004498	LOC103627645	Zm00001eb252590
OG0004498	LOC100383280	Zm00001eb188880
OG0004499	LOC100281586	Zm00001eb188950
OG0004499	LOC100384256	Zm00001eb252640
