Orthogroup	nam	ncbi
OG0001719	Zm00001eb106070	LOC111347727
OG0001719	Zm00001eb149190	LOC100193974, LOC103652419
OG0001720	Zm00001eb322860	LOC100272617
OG0001720	Zm00001eb106120	LOC103636921, LOC103647715
OG0001721	Zm00001eb282570, Zm00001eb200790	LOC103634875
OG0001721	Zm00001eb106300	LOC100284558
OG0001723	Zm00001eb106360	LOC100383299
OG0001723	Zm00001eb181810, Zm00001eb323260	LOC103634320
OG0001724	Zm00001eb302230, Zm00001eb106480, Zm00001eb120270, Zm00001eb167490	LOC100383249
OG0001725	Zm00001eb106720	LOC103647749
OG0001725	Zm00001eb323880	LOC103653785, LOC100282357
OG0001726	Zm00001eb324200	LOC100274194
OG0001726	Zm00001eb106840, Zm00001eb375280	LOC103650657
OG0001727	Zm00001eb169840, Zm00001eb381900, Zm00001eb107840, Zm00001eb162520	LOC118476777
OG0001728	Zm00001eb326030	LOC100191799
OG0001728	Zm00001eb108100, Zm00001eb232900	LOC100272274
OG0001730	Zm00001eb326420	LOC100285387
OG0001730	Zm00001eb108330	LOC107275219, LOC100280445
OG0001731	Zm00001eb283270	LOC100217290
OG0001731	Zm00001eb185100, Zm00001eb108490	LOC100272487
OG0001733	Zm00001eb108930	LOC100194182
OG0001733	Zm00001eb430970, Zm00001eb327230	LOC100280919
OG0001734	Zm00001eb109000, Zm00001eb269680	LOC103650896, LOC109940311, LOC103647837
OG0001735	Zm00001eb109030	LOC100285257
OG0001735	Zm00001eb327330	LOC100274530, LOC100286357
OG0001736	Zm00001eb109040	LOC103647839
OG0001736	Zm00001eb327340	LOC103634463, LOC103633416
OG0001737	Zm00001eb275690	LOC100273855
OG0001737	Zm00001eb109220, Zm00001eb388060	LOC100501888
OG0001738	Zm00001eb230460, Zm00001eb230370, Zm00001eb109560, Zm00001eb230320	LOC103626547
OG0001739	Zm00001eb109640, Zm00001eb352460	LOC100278684
OG0001739	Zm00001eb327820	LOC103633435
OG0001740	Zm00001eb109850	LOC103649314
OG0001740	Zm00001eb370400, Zm00001eb239710	LOC103627078
OG0001741	Zm00001eb330790	LOC100193939
OG0001741	Zm00001eb237080, Zm00001eb111630	LOC100502369
OG0001742	Zm00001eb331350	LOC732810
OG0001742	Zm00001eb111810	LOC103634553, LOC103647953
OG0001743	Zm00001eb112740	LOC541707
OG0001743	Zm00001eb179980, Zm00001eb169580	LOC100286018
OG0001744	Zm00001eb174030	LOC103653144
OG0001744	Zm00001eb113120, Zm00001eb260560	LOC100381525
OG0001745	Zm00001eb113470, Zm00001eb362670	LOC541651
OG0001745	Zm00001eb197990	LOC541652
OG0001746	Zm00001eb319880, Zm00001eb297360, Zm00001eb113520	LOC103631651, LOC103645711
OG0001747	Zm00001eb190810	LOC100284871
OG0001747	Zm00001eb113540, Zm00001eb259330	LOC100303994
OG0001748	Zm00001eb113680, Zm00001eb265350	LOC103648046
OG0001748	Zm00001eb197750	LOC100273762
OG0001751	Zm00001eb114680, Zm00001eb114650, Zm00001eb114500, Zm00001eb114510	LOC103648100
OG0001752	Zm00001eb119000	LOC100279818
OG0001752	Zm00001eb114530, Zm00001eb339360	LOC100279287
OG0001753	Zm00001eb114610	LOC109944624
OG0001753	Zm00001eb114700	LOC103648116, LOC100277925
OG0001754	Zm00001eb114760	LOC100383617
OG0001754	Zm00001eb114640	LOC118476438, LOC103648122
OG0001755	Zm00001eb359040, Zm00001eb278730, Zm00001eb114720, Zm00001eb434570	LOC103642229
OG0001757	Zm00001eb252170	LOC103627618
OG0001757	Zm00001eb117860, Zm00001eb188400	LOC103653966
OG0001758	Zm00001eb310170, Zm00001eb144490, Zm00001eb310160, Zm00001eb117900	LOC100381793
OG0001759	Zm00001eb118060, Zm00001eb373240, Zm00001eb216530, Zm00001eb357990	LOC103648291
OG0001760	Zm00001eb118500, Zm00001eb164240, Zm00001eb118490, Zm00001eb118600	LOC103651695
OG0001761	Zm00001eb339490	LOC100501361
OG0001761	Zm00001eb382460, Zm00001eb118870	LOC542473
OG0001762	Zm00001eb339340	LOC100273295
OG0001762	Zm00001eb381370, Zm00001eb119130	LOC100191938
OG0001763	Zm00001eb338800	LOC100193303
OG0001763	Zm00001eb119720	LOC103649563, LOC100384080
OG0001764	Zm00001eb119990	LOC109943676, LOC103631519, LOC103636546, LOC100286087
OG0001765	Zm00001eb120900, Zm00001eb160580, Zm00001eb177950, Zm00001eb398910	LOC100280465
OG0001766	Zm00001eb337830	LOC100279368
OG0001766	Zm00001eb120980	LOC100273348, LOC100286305
OG0001767	Zm00001eb121180	LOC107546766
OG0001767	Zm00001eb413880	LOC100192879, LOC100282470
OG0001768	Zm00001eb283610	LOC103630114
OG0001768	Zm00001eb337240, Zm00001eb121520	LOC100192491
OG0001769	Zm00001eb333570	LOC100191223
OG0001769	Zm00001eb121660, Zm00001eb127720	LOC100383665
OG0001772	Zm00001eb122110	LOC100272803
OG0001772	Zm00001eb337600	orf99-e, LOC100147733
OG0001773	Zm00001eb337060	LOC100272780
OG0001773	Zm00001eb386010, Zm00001eb122240	LOC103649667
OG0001774	Zm00001eb336900	LOC100285201
OG0001774	Zm00001eb149140, Zm00001eb122460	LOC100193293
OG0001775	Zm00001eb122480, Zm00001eb327380, Zm00001eb166240, Zm00001eb166250	LOC103652753
OG0001776	Zm00001eb122570, Zm00001eb290440, Zm00001eb128380, Zm00001eb280570	LOC103649677
OG0001777	Zm00001eb122600	LOC100273062
OG0001777	Zm00001eb424750, Zm00001eb366420	LOC100273673
OG0001779	Zm00001eb416910, Zm00001eb416930, Zm00001eb123500, Zm00001eb416920	LOC103642583
OG0001780	Zm00001eb335880	LOC103634827
OG0001780	Zm00001eb124380	LOC103649798, LOC100283295
OG0001781	Zm00001eb124650	LOC103649794
OG0001781	Zm00001eb124660, Zm00001eb124640	LOC103651810
OG0001782	Zm00001eb125260, Zm00001eb267660	LOC103640355
OG0001782	Zm00001eb380360	LOC103631954
OG0001783	Zm00001eb125810	LOC103649865
OG0001783	Zm00001eb305740, Zm00001eb334920	LOC100286101
OG0001784	Zm00001eb126470	LOC103630715
OG0001784	Zm00001eb126450, Zm00001eb126440	LOC100283750
OG0001785	Zm00001eb334380, Zm00001eb334370	LOC103634738
OG0001785	Zm00001eb126690	LOC542023
OG0001786	Zm00001eb126790	LOC100284264
OG0001786	Zm00001eb383410, Zm00001eb334220	LOC100283798
OG0001787	Zm00001eb334200	LOC109945586
OG0001787	Zm00001eb126830	LOC100280739, LOC100282007
OG0001788	Zm00001eb333470	LOC100284425
OG0001788	Zm00001eb127840	LOC103655302, LOC100281498
OG0001789	Zm00001eb127930	LOC103649964
OG0001789	Zm00001eb342880, Zm00001eb171750	LOC100501093
OG0001790	Zm00001eb274660, Zm00001eb128090, Zm00001eb144730, Zm00001eb128100	LOC100278343
OG0001791	Zm00001eb128250, Zm00001eb309800, Zm00001eb131820, Zm00001eb309790	LOC103649981
OG0001792	Zm00001eb333290	LOC100216875
OG0001792	Zm00001eb128330	LOC103633187, LOC100282124
OG0001793	Zm00001eb414430, Zm00001eb184140, Zm00001eb308060, Zm00001eb128470	LOC103649996
OG0001794	Zm00001eb128870	LOC100381839, LOC118476651, LOC103627143, LOC103648191
OG0001795	Zm00001eb128910	LOC100279534
OG0001795	Zm00001eb370880, Zm00001eb332690	LOC100279808
OG0001796	Zm00001eb234620	LOC103626744
OG0001796	Zm00001eb129200, Zm00001eb206430	LOC103654858
OG0001798	Zm00001eb340370	LOC103635086
OG0001798	Zm00001eb342750, Zm00001eb130080	LOC100381760
OG0001799	Zm00001eb130250	LOC103650102
OG0001799	Zm00001eb177360	LOC103642777, LOC103653344
OG0001800	Zm00001eb130700, Zm00001eb397590, Zm00001eb301390, Zm00001eb304960	LOC103632686
OG0001801	Zm00001eb422610, Zm00001eb414520, Zm00001eb132240, Zm00001eb130730	LOC100502438
OG0001802	Zm00001eb199450, Zm00001eb356230, Zm00001eb293650, Zm00001eb130920	LOC109945010
OG0001803	Zm00001eb264430, Zm00001eb131380, Zm00001eb234020, Zm00001eb312320	LOC103632730
OG0001804	Zm00001eb131920, Zm00001eb268710, Zm00001eb358590, Zm00001eb385760	LOC103640071
OG0001805	Zm00001eb174670	LOC100277246
OG0001805	Zm00001eb132690, Zm00001eb380370	LOC103637624
OG0001806	Zm00001eb175390	LOC103653230
OG0001806	Zm00001eb132870, Zm00001eb333250	LOC118476085
OG0001807	Zm00001eb133000	LOC100273544
OG0001807	Zm00001eb408800	LOC103628946, LOC100383196
OG0001808	Zm00001eb418160	LOC103641392
OG0001808	Zm00001eb133370, Zm00001eb354170	LOC103635893
OG0001809	Zm00001eb199070, Zm00001eb372370, Zm00001eb231080, Zm00001eb134070	LOC103654456
OG0001810	Zm00001eb134350, Zm00001eb232510	LOC100277508
OG0001810	Zm00001eb276210	LOC100278599
OG0001812	Zm00001eb179700, Zm00001eb147670, Zm00001eb135070	LOC103650994, LOC103650443
OG0001813	Zm00001eb288910	LOC100192686
OG0001813	Zm00001eb135330, Zm00001eb348320	LOC100384066
OG0001814	Zm00001eb136290, Zm00001eb287180	LOC103631509
OG0001814	Zm00001eb345200	LOC100282188
OG0001815	Zm00001eb138070	LOC103650597, LOC103645809, LOC109945987, LOC103651462
OG0001816	Zm00001eb138570	LOC100283335
OG0001816	Zm00001eb369690, Zm00001eb151110	LOC100274503
OG0001817	Zm00001eb149650	LOC100381972
OG0001817	Zm00001eb138840, Zm00001eb368950	LOC100191484
OG0001818	Zm00001eb139400	LOC103650664
OG0001818	Zm00001eb333910, Zm00001eb407650	LOC103640814
OG0001819	Zm00001eb139420	LOC103650666
OG0001819	Zm00001eb407670	LOC100279647, LOC103640815
OG0001820	Zm00001eb407510	LOC100284839
OG0001820	Zm00001eb139490, Zm00001eb407520	LOC103640805
OG0001821	Zm00001eb139860	LOC100216924
OG0001821	Zm00001eb362250, Zm00001eb267040	LOC100273958
OG0001822	Zm00001eb141160	LOC103650745
OG0001822	Zm00001eb399620, Zm00001eb363100	LOC100272726
OG0001823	Zm00001eb285300	LOC103630204
OG0001823	Zm00001eb189020, Zm00001eb141300	LOC100274203
OG0001824	Zm00001eb141830	LOC109945128, LOC103650780, LOC103650783, LOC103636309
OG0001825	Zm00001eb363430	LOC100194111
OG0001825	Zm00001eb141980	LOC103633843, LOC103650791
OG0001826	Zm00001eb143340, Zm00001eb373430, Zm00001eb142260, Zm00001eb348120	LOC100191996
OG0001827	Zm00001eb399810, Zm00001eb142410	LOC103640302, LOC103650811, LOC103639421
OG0001828	Zm00001eb409650, Zm00001eb341930, Zm00001eb142690	LOC103640918, LOC103650819
OG0001829	Zm00001eb142820	LOC103650825
OG0001829	Zm00001eb261860, Zm00001eb363950	LOC100191906
OG0001830	Zm00001eb364820	LOC103636362
OG0001830	Zm00001eb421670, Zm00001eb143480	LOC100383591
OG0001831	Zm00001eb388830	LOC100191183
OG0001831	Zm00001eb143920, Zm00001eb393770	LOC118476740
OG0001832	Zm00001eb144000	LOC100279782
OG0001832	Zm00001eb365180	LOC103652758, LOC100279516
OG0001833	Zm00001eb144460, Zm00001eb332070, Zm00001eb233010, Zm00001eb362310	LOC100276629
OG0001834	Zm00001eb365680	LOC103636403
OG0001834	Zm00001eb144610	LOC100382909, LOC100192542
OG0001835	Zm00001eb144810	LOC103650893
OG0001835	Zm00001eb367440, Zm00001eb365740	LOC100101530
OG0001836	Zm00001eb145510	LOC100276912
OG0001836	Zm00001eb423090, Zm00001eb366030	LOC100277051
OG0001837	Zm00001eb161550, Zm00001eb271100, Zm00001eb145980, Zm00001eb167590	LOC100285143
OG0001838	Zm00001eb412430, Zm00001eb145990	LOC118473179, LOC103640251, LOC103652376
OG0001839	Zm00001eb366460	LOC100384015
OG0001839	Zm00001eb146160	LOC109939968, LOC103650942
OG0001840	Zm00001eb366610	LOC103636445
OG0001840	Zm00001eb146500	LOC103646488, LOC100384302
OG0001841	Zm00001eb366640	LOC100194136
OG0001841	Zm00001eb146560	LOC103649125, LOC100273080
OG0001842	Zm00001eb348530	LOC100284739
OG0001842	Zm00001eb146750	LOC103631224, LOC100273700
OG0001843	Zm00001eb366840, Zm00001eb366830	LOC103636454
OG0001843	Zm00001eb147080	LOC103650976
OG0001844	Zm00001eb368220	LOC118473182
OG0001844	Zm00001eb148800	LOC100277876, LOC100275292
OG0001845	Zm00001eb368340	LOC100191468
OG0001845	Zm00001eb439830, Zm00001eb148950	LOC100281776
OG0001846	Zm00001eb149460	LOC541907, LOC542648, LOC109939178, LOC541904
OG0001847	Zm00001eb370320	LOC103636619
OG0001847	Zm00001eb152250	LOC100279511, LOC100272431
OG0001848	Zm00001eb432830	LOC100282484, LOC100384465
OG0001848	Zm00001eb152550	LOC103651187
OG0001849	Zm00001eb261300	LOC103628994
OG0001849	Zm00001eb153050, Zm00001eb173420	LOC100279734
OG0001850	Zm00001eb370990	LOC103636651
OG0001850	Zm00001eb153280, Zm00001eb153270	LOC103651208
OG0001851	Zm00001eb200870	LOC103654554
OG0001851	Zm00001eb153400, Zm00001eb407800	LOC103640823
OG0001852	Zm00001eb153450	LOC100276892
OG0001852	Zm00001eb370890	LOC100381714, LOC100272592
OG0001853	Zm00001eb154040	LOC103633318
OG0001853	Zm00001eb330390	LOC109939330, LOC103650289
OG0001854	Zm00001eb154320	LOC103651246, LOC103632970
OG0001854	Zm00001eb216750	LOC118471986
OG0001855	Zm00001eb158190	LOC100193695
OG0001855	Zm00001eb344300, Zm00001eb154700	LOC103652503
OG0001856	Zm00001eb155160	LOC100383960
OG0001856	Zm00001eb361260	LOC103635869, LOC103636223
OG0001857	Zm00001eb155170	LOC100280755
OG0001857	Zm00001eb413500, Zm00001eb361250	LOC100284704
OG0001858	Zm00001eb258100, Zm00001eb155220, Zm00001eb192180, Zm00001eb192170	LOC100501670
OG0001859	Zm00001eb155510	LOC100501463
OG0001859	Zm00001eb155500, Zm00001eb155490	LOC103652523
OG0001860	Zm00001eb155680	LOC100285785
OG0001860	Zm00001eb360960	LOC100285335, LOC100282955
OG0001861	Zm00001eb294790	LOC103630689
OG0001861	Zm00001eb156020	LOC103646801, LOC100283397
OG0001862	Zm00001eb439660	LOC118474463
OG0001862	Zm00001eb156470, Zm00001eb440490	LOC100274946
OG0001863	Zm00001eb156970, Zm00001eb348060, Zm00001eb193010, Zm00001eb157800	LOC100283715
OG0001864	Zm00001eb157530	LOC100279919
OG0001864	Zm00001eb343870, Zm00001eb359720	LOC103636141
OG0001865	Zm00001eb157720	LOC100282437
OG0001865	Zm00001eb359590, Zm00001eb157740	LOC103651400
OG0001866	Zm00001eb157850	LOC103651402
OG0001866	Zm00001eb359540	LOC100501172, LOC100273417
OG0001867	Zm00001eb158290	LOC100192079
OG0001867	Zm00001eb158300	LOC100285541, LOC100282715
OG0001868	Zm00001eb252300, Zm00001eb159370	LOC103627629
OG0001868	Zm00001eb188560	LOC542103
OG0001869	Zm00001eb358690	LOC100280257
OG0001869	Zm00001eb275760, Zm00001eb159400	LOC100272566
OG0001870	Zm00001eb159550	LOC103651477
OG0001870	Zm00001eb358480, Zm00001eb358450	LOC103636081
OG0001871	Zm00001eb160030	LOC103651512
OG0001871	Zm00001eb440860, Zm00001eb356970	LOC103636016
OG0001872	Zm00001eb291230, Zm00001eb161240, Zm00001eb176100, Zm00001eb355230	LOC109941525
OG0001873	Zm00001eb161420	LOC100382448
OG0001873	Zm00001eb396760, Zm00001eb357760	LOC103636052
OG0001875	Zm00001eb406440	LOC100383586
OG0001875	Zm00001eb163990, Zm00001eb428640	LOC103651681
OG0001876	Zm00001eb348150	LOC103635597
OG0001876	Zm00001eb164300, Zm00001eb288720	LOC103630391
OG0001877	Zm00001eb164700, Zm00001eb293380, Zm00001eb164690, Zm00001eb164680	LOC109945466
OG0001878	Zm00001eb391090, Zm00001eb343880, Zm00001eb422900, Zm00001eb165170	LOC103652705
OG0001879	Zm00001eb343340	LOC100272779
OG0001879	Zm00001eb165970, Zm00001eb295500	LOC100194267
OG0001880	Zm00001eb184640, Zm00001eb184730, Zm00001eb166770, Zm00001eb360810	LOC103653760
OG0001881	Zm00001eb167630, Zm00001eb352660, Zm00001eb352670	LOC100217093, LOC103635819
OG0001882	Zm00001eb233090	LOC100273340
OG0001882	Zm00001eb167870, Zm00001eb207290	LOC100286311
OG0001883	Zm00001eb168720	LOC100382063, LOC100381481, LOC100501819, LOC100382901
OG0001884	Zm00001eb200090, Zm00001eb174540, Zm00001eb412130, Zm00001eb169980	LOC103655248
OG0001885	Zm00001eb242830, Zm00001eb211570, Zm00001eb170850, Zm00001eb372000	LOC103627241
OG0001886	Zm00001eb416800, Zm00001eb194800, Zm00001eb171220, Zm00001eb386850	LOC100280093
OG0001887	Zm00001eb257980, Zm00001eb406020, Zm00001eb171350, Zm00001eb262850	LOC103643126
OG0001888	Zm00001eb415610, Zm00001eb181170	LOC100284802
OG0001888	Zm00001eb172200	LOC100280596
OG0001889	Zm00001eb203810	LOC100285786
OG0001889	Zm00001eb214590, Zm00001eb172760	LOC103637344
OG0001890	Zm00001eb172870	LOC103653090
OG0001890	Zm00001eb420930	LOC103653789, LOC109944242
OG0001891	Zm00001eb172980	LOC100273294
OG0001891	Zm00001eb416660	LOC100284019, LOC103655267
OG0001892	Zm00001eb173170, Zm00001eb417070, Zm00001eb302010, Zm00001eb346010	LOC100281660
OG0001893	Zm00001eb240400	LOC100216932
OG0001893	Zm00001eb173690, Zm00001eb205450	LOC100280000
OG0001894	Zm00001eb173870, Zm00001eb278690, Zm00001eb398440, Zm00001eb300830	LOC103633699
OG0001895	Zm00001eb342340	LOC103635268
OG0001895	Zm00001eb174600, Zm00001eb294280	LOC100275551
OG0001896	Zm00001eb175890	LOC100281757, LOC103633760, LOC103648337, LOC103642716
OG0001897	Zm00001eb240700	LOC542701
OG0001897	Zm00001eb176020, Zm00001eb247260	LOC107305675
OG0001898	Zm00001eb414550	LOC100282376
OG0001898	Zm00001eb338950, Zm00001eb178250	LOC100282752
OG0001899	Zm00001eb350560	LOC100283380
OG0001899	Zm00001eb179220, Zm00001eb327430	LOC100282885
OG0001900	Zm00001eb180280, Zm00001eb429640	LOC103651045, LOC103635262, LOC103650087
OG0001901	Zm00001eb422540	LOC103652955
OG0001901	Zm00001eb180340, Zm00001eb337490	LOC103634912
OG0001902	Zm00001eb209040	LOC100384716
OG0001902	Zm00001eb180710, Zm00001eb231310	LOC100274461
OG0001903	Zm00001eb241530	LOC103627182
OG0001903	Zm00001eb181080	LOC100277738, LOC100282039
OG0001904	Zm00001eb181160	LOC542160
OG0001904	Zm00001eb228450, Zm00001eb236650	LOC100284233
OG0001905	Zm00001eb242440	LOC100193860
OG0001905	Zm00001eb187080, Zm00001eb181270	LOC100280473
OG0001906	Zm00001eb243190	LOC100280896
OG0001906	Zm00001eb288830, Zm00001eb181650	LOC103653608
OG0001907	Zm00001eb181990	LOC103653626
OG0001907	Zm00001eb243810	LOC103648908, LOC100501806
OG0001908	Zm00001eb243890	LOC100277072
OG0001908	Zm00001eb378920, Zm00001eb182190	LOC103629782
OG0001909	Zm00001eb244560	LOC100282074
OG0001909	Zm00001eb182740	LOC100274486, LOC100283652
OG0001910	Zm00001eb182780	LOC100383821
OG0001910	Zm00001eb245110, Zm00001eb244650	LOC100304324
OG0001911	Zm00001eb192370	LOC100216888
OG0001911	Zm00001eb183050, Zm00001eb257850	LOC100282279
OG0001912	Zm00001eb183060, Zm00001eb306810, Zm00001eb412090, Zm00001eb296730	LOC103655501
OG0001913	Zm00001eb256410, Zm00001eb279080, Zm00001eb183240, Zm00001eb189040	LOC103628882
OG0001914	Zm00001eb245760	LOC100216595
OG0001914	Zm00001eb217510, Zm00001eb183430	LOC100284070
OG0001915	Zm00001eb245770	LOC100274255
OG0001915	Zm00001eb344610, Zm00001eb183460	LOC100304212
OG0001916	Zm00001eb245960	LOC100273383
OG0001916	Zm00001eb183650, Zm00001eb183680	LOC103653707
OG0001917	Zm00001eb183920	LOC103638511
OG0001917	Zm00001eb385420	LOC103653725, LOC103638632
OG0001918	Zm00001eb184370, Zm00001eb253020, Zm00001eb252970	LOC103627661, LOC100275204
OG0001919	Zm00001eb184540	LOC100280855
OG0001919	Zm00001eb355920, Zm00001eb246940	LOC100283725
OG0001920	Zm00001eb185090	LOC100283524
OG0001920	Zm00001eb271080	LOC103632279, LOC100193642
OG0001921	Zm00001eb185130	LOC100274783
OG0001921	Zm00001eb258390, Zm00001eb247530	LOC100278742
OG0001922	Zm00001eb248170	LOC100279206
OG0001922	Zm00001eb185470	LOC103627456, LOC100285883
OG0001923	Zm00001eb248450	LOC109942457
OG0001923	Zm00001eb185700	LOC100304282, LOC100383723
OG0001924	Zm00001eb187160, Zm00001eb248010, Zm00001eb239060, Zm00001eb324910	LOC103653906
OG0001925	Zm00001eb187850	LOC100285726
OG0001925	Zm00001eb251350	LOC103631258, LOC103627583
OG0001927	Zm00001eb237680	LOC100384140
OG0001927	Zm00001eb251660, Zm00001eb188180	LOC100285215
OG0001928	Zm00001eb188220	LOC100384036
OG0001928	Zm00001eb251870	LOC100191284, LOC100193352
OG0001929	Zm00001eb228910	LOC542549
OG0001929	Zm00001eb190720, Zm00001eb190730	LOC113633878
OG0001930	Zm00001eb270500	LOC100272970
OG0001930	Zm00001eb191320	LOC103633310, LOC103654115
OG0001931	Zm00001eb258520	LOC103627883
OG0001931	Zm00001eb191650	LOC103630830, LOC103654129
OG0001932	Zm00001eb258470	LOC100280432
OG0001932	Zm00001eb191700	LOC118473440, LOC100273492
OG0001933	Zm00001eb191820	LOC109939226, LOC103654141
OG0001933	Zm00001eb191790	LOC109946065
OG0001934	Zm00001eb192250	LOC100501846
OG0001934	Zm00001eb257960	LOC103626766, LOC100273142
OG0001935	Zm00001eb257900	LOC100216891
OG0001935	Zm00001eb192280, Zm00001eb192270	LOC100304310
OG0001936	Zm00001eb192310	LOC100280595, LOC118473275, LOC103654171, LOC542444
OG0001937	Zm00001eb374380	LOC100282961
OG0001937	Zm00001eb192700, Zm00001eb257500	LOC100194283
OG0001938	Zm00001eb257440	LOC103627843
OG0001938	Zm00001eb192710	LOC100383895, LOC100274249
OG0001939	Zm00001eb192970	LOC100276956, LOC100191854, LOC103648913, LOC100276258
OG0001940	Zm00001eb257120	LOC100381479
OG0001940	Zm00001eb378770, Zm00001eb192980	LOC103654200
OG0001941	Zm00001eb193020, Zm00001eb281980, Zm00001eb233590, Zm00001eb233600	LOC103631410
OG0001942	Zm00001eb342540	LOC100285399
OG0001942	Zm00001eb193150, Zm00001eb294550	LOC100285923
OG0001943	Zm00001eb193580	LOC103654227
OG0001943	Zm00001eb256020	LOC541617, LOC103627788
OG0001944	Zm00001eb193960	LOC100282115
OG0001944	Zm00001eb255450	LOC103640921, LOC100194063
OG0001945	Zm00001eb195030	LOC103654273
OG0001945	Zm00001eb262860, Zm00001eb404880	LOC100278892
OG0001946	Zm00001eb195050	LOC100383899
OG0001946	Zm00001eb249030	LOC103638617, LOC103634393
OG0001947	Zm00001eb195200	LOC100192105
OG0001947	Zm00001eb195210	LOC100383495, LOC100285577
OG0001948	Zm00001eb196790	LOC109945603
OG0001948	Zm00001eb196830, Zm00001eb196800	LOC103643045
OG0001950	Zm00001eb197890	LOC100136880, LOC103648044, LOC103648040, LOC103648043
OG0001951	Zm00001eb199090	LOC103649247, LOC103644495, LOC103651716, LOC100283215
OG0001952	Zm00001eb200220	LOC103655525, LOC103655874, LOC103655873, LOC100284668
OG0001953	Zm00001eb200230, Zm00001eb200270, Zm00001eb200290, Zm00001eb200280	LOC103654518
OG0001954	Zm00001eb268990	LOC103648220
OG0001954	Zm00001eb220690, Zm00001eb201160	LOC103632596
